W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] 
W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] *****************************************
W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] *****************************************
logs/muonh_kmaxwell_warm100_plateauEnd200_peak0.03_fastEnd1750_floor0.006_slowlinear_exp0.6_steps3125_seed5.txt
step:0/3125 val_loss:10.99928 train_time:0.003s step_avg:nanms
step:1/3125 train_time:5.623s step_avg:5623.29ms
step:509/3125 train_time:184.179s step_avg:361.84ms
step:510/3125 train_time:184.526s step_avg:361.82ms
step:511/3125 train_time:184.877s step_avg:361.79ms
step:512/3125 train_time:185.226s step_avg:361.77ms
step:513/3125 train_time:185.577s step_avg:361.75ms
step:514/3125 train_time:185.925s step_avg:361.72ms
step:515/3125 train_time:186.275s step_avg:361.70ms
step:516/3125 train_time:186.626s step_avg:361.68ms
step:517/3125 train_time:186.976s step_avg:361.65ms
step:518/3125 train_time:187.325s step_avg:361.63ms
step:519/3125 train_time:187.677s step_avg:361.61ms
step:520/3125 train_time:188.026s step_avg:361.59ms
step:521/3125 train_time:188.375s step_avg:361.56ms
step:522/3125 train_time:188.725s step_avg:361.54ms
step:523/3125 train_time:189.075s step_avg:361.52ms
step:524/3125 train_time:189.424s step_avg:361.50ms
step:525/3125 train_time:189.773s step_avg:361.47ms
step:526/3125 train_time:190.123s step_avg:361.45ms
step:527/3125 train_time:190.472s step_avg:361.43ms
step:528/3125 train_time:190.821s step_avg:361.40ms
step:529/3125 train_time:191.170s step_avg:361.38ms
step:530/3125 train_time:191.519s step_avg:361.36ms
step:531/3125 train_time:191.869s step_avg:361.33ms
step:532/3125 train_time:192.217s step_avg:361.31ms
step:533/3125 train_time:192.568s step_avg:361.29ms
step:534/3125 train_time:192.918s step_avg:361.27ms
step:535/3125 train_time:193.268s step_avg:361.25ms
step:536/3125 train_time:193.618s step_avg:361.23ms
step:537/3125 train_time:193.967s step_avg:361.20ms
step:538/3125 train_time:194.316s step_avg:361.18ms
step:539/3125 train_time:194.664s step_avg:361.16ms
step:540/3125 train_time:195.014s step_avg:361.14ms
step:541/3125 train_time:195.364s step_avg:361.12ms
step:542/3125 train_time:195.713s step_avg:361.09ms
step:543/3125 train_time:196.062s step_avg:361.07ms
step:544/3125 train_time:196.412s step_avg:361.05ms
step:545/3125 train_time:196.762s step_avg:361.03ms
step:546/3125 train_time:197.111s step_avg:361.01ms
step:547/3125 train_time:197.461s step_avg:360.99ms
step:548/3125 train_time:197.811s step_avg:360.97ms
step:549/3125 train_time:198.159s step_avg:360.95ms
step:550/3125 train_time:198.507s step_avg:360.92ms
step:551/3125 train_time:198.857s step_avg:360.90ms
step:552/3125 train_time:199.207s step_avg:360.88ms
step:553/3125 train_time:199.557s step_avg:360.86ms
step:554/3125 train_time:199.906s step_avg:360.84ms
step:555/3125 train_time:200.255s step_avg:360.82ms
step:556/3125 train_time:200.605s step_avg:360.80ms
step:557/3125 train_time:200.954s step_avg:360.78ms
step:558/3125 train_time:201.304s step_avg:360.76ms
step:559/3125 train_time:201.653s step_avg:360.74ms
step:560/3125 train_time:202.003s step_avg:360.72ms
step:561/3125 train_time:202.352s step_avg:360.70ms
step:562/3125 train_time:202.701s step_avg:360.68ms
step:563/3125 train_time:203.051s step_avg:360.66ms
step:564/3125 train_time:203.400s step_avg:360.64ms
step:565/3125 train_time:203.748s step_avg:360.62ms
step:566/3125 train_time:204.099s step_avg:360.60ms
step:567/3125 train_time:204.449s step_avg:360.58ms
step:568/3125 train_time:204.798s step_avg:360.56ms
step:569/3125 train_time:205.149s step_avg:360.54ms
step:570/3125 train_time:205.499s step_avg:360.52ms
step:571/3125 train_time:205.876s step_avg:360.55ms
step:572/3125 train_time:206.227s step_avg:360.54ms
step:573/3125 train_time:206.576s step_avg:360.52ms
step:574/3125 train_time:206.926s step_avg:360.50ms
step:575/3125 train_time:207.275s step_avg:360.48ms
step:576/3125 train_time:207.626s step_avg:360.46ms
step:577/3125 train_time:207.974s step_avg:360.44ms
step:578/3125 train_time:208.323s step_avg:360.42ms
step:579/3125 train_time:208.673s step_avg:360.40ms
step:580/3125 train_time:209.023s step_avg:360.38ms
step:581/3125 train_time:209.372s step_avg:360.36ms
step:582/3125 train_time:209.721s step_avg:360.34ms
step:583/3125 train_time:210.071s step_avg:360.33ms
step:584/3125 train_time:210.420s step_avg:360.31ms
step:585/3125 train_time:210.769s step_avg:360.29ms
step:586/3125 train_time:211.118s step_avg:360.27ms
step:587/3125 train_time:211.468s step_avg:360.25ms
step:588/3125 train_time:211.817s step_avg:360.23ms
step:589/3125 train_time:212.167s step_avg:360.21ms
step:590/3125 train_time:212.516s step_avg:360.20ms
step:591/3125 train_time:212.867s step_avg:360.18ms
step:592/3125 train_time:213.216s step_avg:360.16ms
step:593/3125 train_time:213.564s step_avg:360.14ms
step:594/3125 train_time:213.914s step_avg:360.13ms
step:595/3125 train_time:214.265s step_avg:360.11ms
step:596/3125 train_time:214.613s step_avg:360.09ms
step:597/3125 train_time:214.963s step_avg:360.07ms
step:598/3125 train_time:215.313s step_avg:360.05ms
step:599/3125 train_time:215.663s step_avg:360.04ms
step:600/3125 train_time:216.013s step_avg:360.02ms
step:601/3125 train_time:216.362s step_avg:360.00ms
step:602/3125 train_time:216.711s step_avg:359.99ms
step:603/3125 train_time:217.062s step_avg:359.97ms
step:604/3125 train_time:217.411s step_avg:359.95ms
step:605/3125 train_time:217.761s step_avg:359.94ms
step:606/3125 train_time:218.111s step_avg:359.92ms
step:607/3125 train_time:218.460s step_avg:359.90ms
step:608/3125 train_time:218.810s step_avg:359.88ms
step:609/3125 train_time:219.159s step_avg:359.87ms
step:610/3125 train_time:219.508s step_avg:359.85ms
step:611/3125 train_time:219.858s step_avg:359.83ms
step:612/3125 train_time:220.207s step_avg:359.82ms
step:613/3125 train_time:220.556s step_avg:359.80ms
step:614/3125 train_time:220.905s step_avg:359.78ms
step:615/3125 train_time:221.256s step_avg:359.77ms
step:616/3125 train_time:221.606s step_avg:359.75ms
step:617/3125 train_time:221.955s step_avg:359.73ms
step:618/3125 train_time:222.302s step_avg:359.71ms
step:619/3125 train_time:222.652s step_avg:359.70ms
step:620/3125 train_time:223.003s step_avg:359.68ms
step:621/3125 train_time:223.353s step_avg:359.67ms
step:622/3125 train_time:223.701s step_avg:359.65ms
step:623/3125 train_time:224.051s step_avg:359.63ms
step:624/3125 train_time:224.401s step_avg:359.62ms
step:625/3125 train_time:224.751s step_avg:359.60ms
step:625/3125 val_loss:3.84215 train_time:224.766s step_avg:349.75ms
step:626/3125 train_time:225.106s step_avg:359.59ms
step:627/3125 train_time:225.455s step_avg:359.58ms
step:628/3125 train_time:225.804s step_avg:359.56ms
step:629/3125 train_time:226.154s step_avg:359.54ms
step:630/3125 train_time:226.502s step_avg:359.53ms
step:631/3125 train_time:226.852s step_avg:359.51ms
step:632/3125 train_time:227.200s step_avg:359.49ms
step:633/3125 train_time:227.551s step_avg:359.48ms
step:634/3125 train_time:227.902s step_avg:359.47ms
step:635/3125 train_time:228.251s step_avg:359.45ms
step:636/3125 train_time:228.601s step_avg:359.43ms
step:637/3125 train_time:228.950s step_avg:359.42ms
step:638/3125 train_time:229.298s step_avg:359.40ms
step:639/3125 train_time:229.648s step_avg:359.39ms
step:640/3125 train_time:229.999s step_avg:359.37ms
step:641/3125 train_time:230.349s step_avg:359.36ms
step:642/3125 train_time:230.698s step_avg:359.34ms
step:643/3125 train_time:231.048s step_avg:359.33ms
step:644/3125 train_time:231.398s step_avg:359.31ms
step:645/3125 train_time:231.746s step_avg:359.30ms
step:646/3125 train_time:232.094s step_avg:359.28ms
step:647/3125 train_time:232.444s step_avg:359.26ms
step:648/3125 train_time:232.794s step_avg:359.25ms
step:649/3125 train_time:233.143s step_avg:359.23ms
step:650/3125 train_time:233.492s step_avg:359.22ms
step:651/3125 train_time:233.842s step_avg:359.20ms
step:652/3125 train_time:234.192s step_avg:359.19ms
step:653/3125 train_time:234.541s step_avg:359.17ms
step:654/3125 train_time:234.891s step_avg:359.16ms
step:655/3125 train_time:235.242s step_avg:359.15ms
step:656/3125 train_time:235.591s step_avg:359.13ms
step:657/3125 train_time:235.940s step_avg:359.12ms
step:658/3125 train_time:236.290s step_avg:359.10ms
step:659/3125 train_time:236.641s step_avg:359.09ms
step:660/3125 train_time:236.989s step_avg:359.07ms
step:661/3125 train_time:237.339s step_avg:359.06ms
step:662/3125 train_time:237.691s step_avg:359.05ms
step:663/3125 train_time:238.040s step_avg:359.04ms
step:664/3125 train_time:238.389s step_avg:359.02ms
step:665/3125 train_time:238.739s step_avg:359.01ms
step:666/3125 train_time:239.088s step_avg:358.99ms
step:667/3125 train_time:239.436s step_avg:358.97ms
step:668/3125 train_time:239.786s step_avg:358.96ms
step:669/3125 train_time:240.136s step_avg:358.95ms
step:670/3125 train_time:240.484s step_avg:358.93ms
step:671/3125 train_time:240.832s step_avg:358.92ms
step:672/3125 train_time:241.182s step_avg:358.90ms
step:673/3125 train_time:241.531s step_avg:358.89ms
step:674/3125 train_time:241.879s step_avg:358.87ms
step:675/3125 train_time:242.228s step_avg:358.86ms
step:676/3125 train_time:242.578s step_avg:358.84ms
step:677/3125 train_time:242.927s step_avg:358.83ms
step:678/3125 train_time:243.276s step_avg:358.81ms
step:679/3125 train_time:243.626s step_avg:358.80ms
step:680/3125 train_time:243.975s step_avg:358.79ms
step:681/3125 train_time:244.325s step_avg:358.77ms
step:682/3125 train_time:244.674s step_avg:358.76ms
step:683/3125 train_time:245.026s step_avg:358.75ms
step:684/3125 train_time:245.376s step_avg:358.74ms
step:685/3125 train_time:245.724s step_avg:358.72ms
step:686/3125 train_time:246.075s step_avg:358.71ms
step:687/3125 train_time:246.424s step_avg:358.70ms
step:688/3125 train_time:246.774s step_avg:358.68ms
step:689/3125 train_time:247.122s step_avg:358.67ms
step:690/3125 train_time:247.473s step_avg:358.66ms
step:691/3125 train_time:247.824s step_avg:358.65ms
step:692/3125 train_time:248.175s step_avg:358.63ms
step:693/3125 train_time:248.525s step_avg:358.62ms
step:694/3125 train_time:248.875s step_avg:358.61ms
step:695/3125 train_time:249.224s step_avg:358.60ms
step:696/3125 train_time:249.574s step_avg:358.58ms
step:697/3125 train_time:249.925s step_avg:358.57ms
step:698/3125 train_time:250.273s step_avg:358.56ms
step:699/3125 train_time:250.623s step_avg:358.54ms
step:700/3125 train_time:250.973s step_avg:358.53ms
step:701/3125 train_time:251.323s step_avg:358.52ms
step:702/3125 train_time:251.673s step_avg:358.51ms
step:703/3125 train_time:252.022s step_avg:358.50ms
step:704/3125 train_time:252.372s step_avg:358.48ms
step:705/3125 train_time:252.720s step_avg:358.47ms
step:706/3125 train_time:253.069s step_avg:358.45ms
step:707/3125 train_time:253.419s step_avg:358.44ms
step:708/3125 train_time:253.770s step_avg:358.43ms
step:709/3125 train_time:254.119s step_avg:358.42ms
step:710/3125 train_time:254.469s step_avg:358.41ms
step:711/3125 train_time:254.819s step_avg:358.40ms
step:712/3125 train_time:255.168s step_avg:358.38ms
step:713/3125 train_time:255.517s step_avg:358.37ms
step:714/3125 train_time:255.866s step_avg:358.36ms
step:715/3125 train_time:256.216s step_avg:358.34ms
step:716/3125 train_time:256.564s step_avg:358.33ms
step:717/3125 train_time:256.913s step_avg:358.32ms
step:718/3125 train_time:257.264s step_avg:358.31ms
step:719/3125 train_time:257.613s step_avg:358.29ms
step:720/3125 train_time:257.962s step_avg:358.28ms
step:721/3125 train_time:258.311s step_avg:358.27ms
step:722/3125 train_time:258.661s step_avg:358.26ms
step:723/3125 train_time:259.010s step_avg:358.24ms
step:724/3125 train_time:259.359s step_avg:358.23ms
step:725/3125 train_time:259.709s step_avg:358.22ms
step:726/3125 train_time:260.060s step_avg:358.21ms
step:727/3125 train_time:260.409s step_avg:358.20ms
step:728/3125 train_time:260.759s step_avg:358.19ms
step:729/3125 train_time:261.109s step_avg:358.17ms
step:730/3125 train_time:261.459s step_avg:358.16ms
step:731/3125 train_time:261.808s step_avg:358.15ms
step:732/3125 train_time:262.159s step_avg:358.14ms
step:733/3125 train_time:262.508s step_avg:358.13ms
step:734/3125 train_time:262.857s step_avg:358.12ms
step:735/3125 train_time:263.205s step_avg:358.10ms
step:736/3125 train_time:263.554s step_avg:358.09ms
step:737/3125 train_time:263.903s step_avg:358.08ms
step:738/3125 train_time:264.252s step_avg:358.07ms
step:739/3125 train_time:264.602s step_avg:358.05ms
step:740/3125 train_time:264.952s step_avg:358.04ms
step:741/3125 train_time:265.301s step_avg:358.03ms
step:742/3125 train_time:265.650s step_avg:358.02ms
step:743/3125 train_time:266.001s step_avg:358.01ms
step:744/3125 train_time:266.352s step_avg:358.00ms
step:745/3125 train_time:266.700s step_avg:357.99ms
step:746/3125 train_time:267.050s step_avg:357.98ms
step:747/3125 train_time:267.399s step_avg:357.96ms
step:748/3125 train_time:267.749s step_avg:357.95ms
step:749/3125 train_time:268.098s step_avg:357.94ms
step:750/3125 train_time:268.448s step_avg:357.93ms
step:750/3125 val_loss:3.79632 train_time:268.463s step_avg:349.57ms
step:751/3125 train_time:268.801s step_avg:357.92ms
step:752/3125 train_time:270.968s step_avg:360.33ms
step:753/3125 train_time:271.327s step_avg:360.33ms
step:754/3125 train_time:271.686s step_avg:360.33ms
step:755/3125 train_time:272.046s step_avg:360.33ms
step:756/3125 train_time:272.403s step_avg:360.32ms
step:757/3125 train_time:272.765s step_avg:360.32ms
step:758/3125 train_time:273.126s step_avg:360.32ms
step:759/3125 train_time:273.485s step_avg:360.32ms
step:760/3125 train_time:273.843s step_avg:360.32ms
step:761/3125 train_time:274.239s step_avg:360.37ms
step:762/3125 train_time:274.601s step_avg:360.37ms
step:763/3125 train_time:274.958s step_avg:360.36ms
step:764/3125 train_time:275.318s step_avg:360.36ms
step:765/3125 train_time:275.681s step_avg:360.37ms
step:766/3125 train_time:276.048s step_avg:360.38ms
step:767/3125 train_time:276.407s step_avg:360.37ms
step:768/3125 train_time:276.769s step_avg:360.38ms
step:769/3125 train_time:277.128s step_avg:360.37ms
step:770/3125 train_time:277.500s step_avg:360.39ms
step:771/3125 train_time:277.875s step_avg:360.41ms
step:772/3125 train_time:278.235s step_avg:360.41ms
step:773/3125 train_time:278.596s step_avg:360.41ms
step:774/3125 train_time:278.959s step_avg:360.41ms
step:775/3125 train_time:279.329s step_avg:360.43ms
step:776/3125 train_time:279.701s step_avg:360.44ms
step:777/3125 train_time:280.062s step_avg:360.44ms
step:778/3125 train_time:280.434s step_avg:360.46ms
step:779/3125 train_time:280.804s step_avg:360.47ms
step:780/3125 train_time:281.176s step_avg:360.48ms
step:781/3125 train_time:281.549s step_avg:360.50ms
step:782/3125 train_time:281.920s step_avg:360.51ms
step:783/3125 train_time:282.293s step_avg:360.53ms
step:784/3125 train_time:282.665s step_avg:360.54ms
step:785/3125 train_time:283.037s step_avg:360.56ms
step:786/3125 train_time:283.411s step_avg:360.57ms
step:787/3125 train_time:283.781s step_avg:360.59ms
step:788/3125 train_time:284.152s step_avg:360.60ms
step:789/3125 train_time:284.527s step_avg:360.62ms
step:790/3125 train_time:284.898s step_avg:360.63ms
step:791/3125 train_time:285.269s step_avg:360.64ms
step:792/3125 train_time:285.644s step_avg:360.66ms
step:793/3125 train_time:286.015s step_avg:360.67ms
step:794/3125 train_time:286.387s step_avg:360.69ms
step:795/3125 train_time:286.760s step_avg:360.70ms
step:796/3125 train_time:287.132s step_avg:360.72ms
step:797/3125 train_time:287.503s step_avg:360.73ms
step:798/3125 train_time:287.877s step_avg:360.75ms
step:799/3125 train_time:288.249s step_avg:360.76ms
step:800/3125 train_time:288.621s step_avg:360.78ms
step:801/3125 train_time:288.994s step_avg:360.79ms
step:802/3125 train_time:289.353s step_avg:360.79ms
step:803/3125 train_time:289.714s step_avg:360.79ms
step:804/3125 train_time:290.073s step_avg:360.79ms
step:805/3125 train_time:290.433s step_avg:360.79ms
step:806/3125 train_time:290.792s step_avg:360.78ms
step:807/3125 train_time:291.151s step_avg:360.78ms
step:808/3125 train_time:291.524s step_avg:360.80ms
step:809/3125 train_time:291.895s step_avg:360.81ms
step:810/3125 train_time:292.267s step_avg:360.82ms
step:811/3125 train_time:292.638s step_avg:360.84ms
step:812/3125 train_time:293.012s step_avg:360.85ms
step:813/3125 train_time:293.388s step_avg:360.87ms
step:814/3125 train_time:293.761s step_avg:360.89ms
step:815/3125 train_time:294.135s step_avg:360.90ms
step:816/3125 train_time:294.503s step_avg:360.91ms
step:817/3125 train_time:294.876s step_avg:360.93ms
step:818/3125 train_time:295.249s step_avg:360.94ms
step:819/3125 train_time:295.619s step_avg:360.95ms
step:820/3125 train_time:295.992s step_avg:360.97ms
step:821/3125 train_time:296.363s step_avg:360.98ms
step:822/3125 train_time:296.734s step_avg:360.99ms
step:823/3125 train_time:297.108s step_avg:361.01ms
step:824/3125 train_time:297.469s step_avg:361.01ms
step:825/3125 train_time:297.828s step_avg:361.00ms
step:826/3125 train_time:298.189s step_avg:361.00ms
step:827/3125 train_time:298.563s step_avg:361.02ms
step:828/3125 train_time:298.942s step_avg:361.04ms
step:829/3125 train_time:299.303s step_avg:361.04ms
step:830/3125 train_time:299.665s step_avg:361.04ms
step:831/3125 train_time:300.036s step_avg:361.05ms
step:832/3125 train_time:300.408s step_avg:361.07ms
step:833/3125 train_time:300.772s step_avg:361.07ms
step:834/3125 train_time:301.138s step_avg:361.08ms
step:835/3125 train_time:301.496s step_avg:361.07ms
step:836/3125 train_time:301.855s step_avg:361.07ms
step:837/3125 train_time:302.213s step_avg:361.07ms
step:838/3125 train_time:302.586s step_avg:361.08ms
step:839/3125 train_time:302.958s step_avg:361.09ms
step:840/3125 train_time:303.329s step_avg:361.11ms
step:841/3125 train_time:303.701s step_avg:361.12ms
step:842/3125 train_time:304.073s step_avg:361.13ms
step:843/3125 train_time:304.445s step_avg:361.15ms
step:844/3125 train_time:304.808s step_avg:361.15ms
step:845/3125 train_time:305.170s step_avg:361.15ms
step:846/3125 train_time:305.530s step_avg:361.15ms
step:847/3125 train_time:305.894s step_avg:361.15ms
step:848/3125 train_time:306.254s step_avg:361.15ms
step:849/3125 train_time:306.626s step_avg:361.16ms
step:850/3125 train_time:306.998s step_avg:361.17ms
step:851/3125 train_time:307.373s step_avg:361.19ms
step:852/3125 train_time:307.744s step_avg:361.20ms
step:853/3125 train_time:308.116s step_avg:361.21ms
step:854/3125 train_time:308.490s step_avg:361.23ms
step:855/3125 train_time:308.860s step_avg:361.24ms
step:856/3125 train_time:309.235s step_avg:361.26ms
step:857/3125 train_time:309.608s step_avg:361.27ms
step:858/3125 train_time:309.982s step_avg:361.28ms
step:859/3125 train_time:310.353s step_avg:361.30ms
step:860/3125 train_time:310.723s step_avg:361.31ms
step:861/3125 train_time:311.094s step_avg:361.32ms
step:862/3125 train_time:311.467s step_avg:361.33ms
step:863/3125 train_time:311.839s step_avg:361.34ms
step:864/3125 train_time:312.214s step_avg:361.36ms
step:865/3125 train_time:312.584s step_avg:361.37ms
step:866/3125 train_time:312.945s step_avg:361.37ms
step:867/3125 train_time:313.307s step_avg:361.37ms
step:868/3125 train_time:313.674s step_avg:361.38ms
step:869/3125 train_time:314.032s step_avg:361.37ms
step:870/3125 train_time:314.393s step_avg:361.37ms
step:871/3125 train_time:314.755s step_avg:361.37ms
step:872/3125 train_time:315.115s step_avg:361.37ms
step:873/3125 train_time:315.490s step_avg:361.39ms
step:874/3125 train_time:315.859s step_avg:361.40ms
step:875/3125 train_time:316.232s step_avg:361.41ms
step:875/3125 val_loss:3.74344 train_time:316.235s step_avg:382.17ms
step:876/3125 train_time:316.608s step_avg:361.42ms
step:877/3125 train_time:316.982s step_avg:361.44ms
step:878/3125 train_time:317.356s step_avg:361.45ms
step:879/3125 train_time:317.725s step_avg:361.46ms
step:880/3125 train_time:318.101s step_avg:361.48ms
step:881/3125 train_time:318.472s step_avg:361.49ms
step:882/3125 train_time:318.842s step_avg:361.50ms
step:883/3125 train_time:319.214s step_avg:361.51ms
step:884/3125 train_time:319.587s step_avg:361.52ms
step:885/3125 train_time:319.960s step_avg:361.54ms
step:886/3125 train_time:320.333s step_avg:361.55ms
step:887/3125 train_time:320.705s step_avg:361.56ms
step:888/3125 train_time:321.078s step_avg:361.57ms
step:889/3125 train_time:321.449s step_avg:361.59ms
step:890/3125 train_time:321.821s step_avg:361.60ms
step:891/3125 train_time:322.190s step_avg:361.61ms
step:892/3125 train_time:322.554s step_avg:361.61ms
step:893/3125 train_time:322.915s step_avg:361.61ms
step:894/3125 train_time:323.288s step_avg:361.62ms
step:895/3125 train_time:323.660s step_avg:361.63ms
step:896/3125 train_time:324.033s step_avg:361.64ms
step:897/3125 train_time:324.404s step_avg:361.65ms
step:898/3125 train_time:324.776s step_avg:361.67ms
step:899/3125 train_time:325.148s step_avg:361.68ms
step:900/3125 train_time:325.520s step_avg:361.69ms
step:901/3125 train_time:325.891s step_avg:361.70ms
step:902/3125 train_time:326.263s step_avg:361.71ms
step:903/3125 train_time:326.642s step_avg:361.73ms
step:904/3125 train_time:327.014s step_avg:361.74ms
step:905/3125 train_time:327.376s step_avg:361.74ms
step:906/3125 train_time:327.736s step_avg:361.74ms
step:907/3125 train_time:328.095s step_avg:361.74ms
step:908/3125 train_time:328.456s step_avg:361.74ms
step:909/3125 train_time:328.828s step_avg:361.75ms
step:910/3125 train_time:329.202s step_avg:361.76ms
step:911/3125 train_time:329.560s step_avg:361.76ms
step:912/3125 train_time:329.921s step_avg:361.76ms
step:913/3125 train_time:330.280s step_avg:361.75ms
step:914/3125 train_time:330.638s step_avg:361.75ms
step:915/3125 train_time:330.996s step_avg:361.74ms
step:916/3125 train_time:331.359s step_avg:361.75ms
step:917/3125 train_time:331.722s step_avg:361.75ms
step:918/3125 train_time:332.085s step_avg:361.75ms
step:919/3125 train_time:332.448s step_avg:361.75ms
step:920/3125 train_time:332.809s step_avg:361.75ms
step:921/3125 train_time:333.184s step_avg:361.76ms
step:922/3125 train_time:333.556s step_avg:361.77ms
step:923/3125 train_time:333.925s step_avg:361.78ms
step:924/3125 train_time:334.296s step_avg:361.79ms
step:925/3125 train_time:334.669s step_avg:361.80ms
step:926/3125 train_time:335.042s step_avg:361.82ms
step:927/3125 train_time:335.412s step_avg:361.83ms
step:928/3125 train_time:335.783s step_avg:361.84ms
step:929/3125 train_time:336.156s step_avg:361.85ms
step:930/3125 train_time:336.531s step_avg:361.86ms
step:931/3125 train_time:336.904s step_avg:361.87ms
step:932/3125 train_time:337.277s step_avg:361.89ms
step:933/3125 train_time:337.650s step_avg:361.90ms
step:934/3125 train_time:338.022s step_avg:361.91ms
step:935/3125 train_time:338.393s step_avg:361.92ms
step:936/3125 train_time:338.765s step_avg:361.93ms
step:937/3125 train_time:339.139s step_avg:361.94ms
step:938/3125 train_time:339.513s step_avg:361.95ms
step:939/3125 train_time:339.890s step_avg:361.97ms
step:940/3125 train_time:340.264s step_avg:361.98ms
step:941/3125 train_time:340.640s step_avg:362.00ms
step:942/3125 train_time:341.017s step_avg:362.01ms
step:943/3125 train_time:341.391s step_avg:362.03ms
step:944/3125 train_time:341.767s step_avg:362.04ms
step:945/3125 train_time:342.129s step_avg:362.04ms
step:946/3125 train_time:342.488s step_avg:362.04ms
step:947/3125 train_time:342.849s step_avg:362.04ms
step:948/3125 train_time:343.211s step_avg:362.04ms
step:949/3125 train_time:343.570s step_avg:362.03ms
step:950/3125 train_time:343.930s step_avg:362.03ms
step:951/3125 train_time:344.333s step_avg:362.07ms
step:952/3125 train_time:344.694s step_avg:362.07ms
step:953/3125 train_time:345.054s step_avg:362.07ms
step:954/3125 train_time:345.420s step_avg:362.08ms
step:955/3125 train_time:345.791s step_avg:362.08ms
step:956/3125 train_time:346.163s step_avg:362.10ms
step:957/3125 train_time:346.535s step_avg:362.11ms
step:958/3125 train_time:346.905s step_avg:362.11ms
step:959/3125 train_time:347.277s step_avg:362.12ms
step:960/3125 train_time:347.649s step_avg:362.13ms
step:961/3125 train_time:348.020s step_avg:362.14ms
step:962/3125 train_time:348.392s step_avg:362.15ms
step:963/3125 train_time:348.763s step_avg:362.16ms
step:964/3125 train_time:349.133s step_avg:362.17ms
step:965/3125 train_time:349.508s step_avg:362.18ms
step:966/3125 train_time:349.870s step_avg:362.18ms
step:967/3125 train_time:350.233s step_avg:362.19ms
step:968/3125 train_time:350.595s step_avg:362.18ms
step:969/3125 train_time:350.956s step_avg:362.18ms
step:970/3125 train_time:351.316s step_avg:362.18ms
step:971/3125 train_time:351.675s step_avg:362.18ms
step:972/3125 train_time:352.036s step_avg:362.18ms
step:973/3125 train_time:352.397s step_avg:362.18ms
step:974/3125 train_time:352.759s step_avg:362.18ms
step:975/3125 train_time:353.120s step_avg:362.17ms
step:976/3125 train_time:353.479s step_avg:362.17ms
step:977/3125 train_time:353.842s step_avg:362.17ms
step:978/3125 train_time:354.203s step_avg:362.17ms
step:979/3125 train_time:354.564s step_avg:362.17ms
step:980/3125 train_time:354.926s step_avg:362.17ms
step:981/3125 train_time:355.285s step_avg:362.17ms
step:982/3125 train_time:355.645s step_avg:362.16ms
step:983/3125 train_time:356.005s step_avg:362.16ms
step:984/3125 train_time:356.380s step_avg:362.17ms
step:985/3125 train_time:356.750s step_avg:362.18ms
step:986/3125 train_time:357.122s step_avg:362.19ms
step:987/3125 train_time:357.493s step_avg:362.20ms
step:988/3125 train_time:357.864s step_avg:362.21ms
step:989/3125 train_time:358.236s step_avg:362.22ms
step:990/3125 train_time:358.608s step_avg:362.23ms
step:991/3125 train_time:358.983s step_avg:362.24ms
step:992/3125 train_time:359.355s step_avg:362.25ms
step:993/3125 train_time:359.726s step_avg:362.26ms
step:994/3125 train_time:360.097s step_avg:362.27ms
step:995/3125 train_time:360.469s step_avg:362.28ms
step:996/3125 train_time:360.840s step_avg:362.29ms
step:997/3125 train_time:361.212s step_avg:362.30ms
step:998/3125 train_time:361.590s step_avg:362.31ms
step:999/3125 train_time:361.949s step_avg:362.31ms
step:1000/3125 train_time:362.308s step_avg:362.31ms
step:1000/3125 val_loss:3.69043 train_time:362.309s step_avg:368.60ms
step:1001/3125 train_time:362.672s step_avg:362.31ms
step:1002/3125 train_time:363.033s step_avg:362.31ms
step:1003/3125 train_time:363.395s step_avg:362.31ms
step:1004/3125 train_time:363.755s step_avg:362.31ms
step:1005/3125 train_time:364.113s step_avg:362.30ms
step:1006/3125 train_time:364.472s step_avg:362.30ms
step:1007/3125 train_time:364.837s step_avg:362.30ms
step:1008/3125 train_time:365.199s step_avg:362.30ms
step:1009/3125 train_time:365.558s step_avg:362.30ms
step:1010/3125 train_time:365.916s step_avg:362.29ms
step:1011/3125 train_time:366.276s step_avg:362.29ms
step:1012/3125 train_time:366.638s step_avg:362.29ms
step:1013/3125 train_time:367.008s step_avg:362.30ms
step:1014/3125 train_time:367.369s step_avg:362.30ms
step:1015/3125 train_time:367.728s step_avg:362.29ms
step:1016/3125 train_time:368.091s step_avg:362.29ms
step:1017/3125 train_time:368.453s step_avg:362.29ms
step:1018/3125 train_time:368.823s step_avg:362.30ms
step:1019/3125 train_time:369.195s step_avg:362.31ms
step:1020/3125 train_time:369.566s step_avg:362.32ms
step:1021/3125 train_time:369.937s step_avg:362.33ms
step:1022/3125 train_time:370.294s step_avg:362.32ms
step:1023/3125 train_time:370.653s step_avg:362.32ms
step:1024/3125 train_time:371.014s step_avg:362.32ms
step:1025/3125 train_time:371.372s step_avg:362.31ms
step:1026/3125 train_time:371.732s step_avg:362.31ms
step:1027/3125 train_time:372.093s step_avg:362.31ms
