W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] 
W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] *****************************************
W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0918 20:25:25.920000 1128014 torch/distributed/run.py:851] *****************************************
logs/muonh_kmaxwell_warm100_plateauEnd200_peak0.03_fastEnd1750_floor0.006_slowlinear_exp0.6_steps3125_seed5.txt
step:0/3125 val_loss:10.99928 train_time:0.003s step_avg:nanms
step:1/3125 train_time:5.623s step_avg:5623.29ms
step:1528/3125 train_time:555.797s step_avg:363.74ms
step:1529/3125 train_time:556.175s step_avg:363.75ms
step:1530/3125 train_time:556.545s step_avg:363.75ms
step:1531/3125 train_time:556.915s step_avg:363.76ms
step:1532/3125 train_time:557.285s step_avg:363.76ms
step:1533/3125 train_time:557.645s step_avg:363.76ms
step:1534/3125 train_time:558.011s step_avg:363.76ms
step:1535/3125 train_time:558.382s step_avg:363.77ms
step:1536/3125 train_time:558.754s step_avg:363.77ms
step:1537/3125 train_time:559.124s step_avg:363.78ms
step:1538/3125 train_time:559.495s step_avg:363.78ms
step:1539/3125 train_time:559.867s step_avg:363.79ms
step:1540/3125 train_time:560.237s step_avg:363.79ms
step:1541/3125 train_time:560.608s step_avg:363.79ms
step:1542/3125 train_time:560.980s step_avg:363.80ms
step:1543/3125 train_time:561.351s step_avg:363.80ms
step:1544/3125 train_time:561.726s step_avg:363.81ms
step:1545/3125 train_time:562.098s step_avg:363.82ms
step:1546/3125 train_time:562.459s step_avg:363.82ms
step:1547/3125 train_time:562.819s step_avg:363.81ms
step:1548/3125 train_time:563.180s step_avg:363.81ms
step:1549/3125 train_time:563.539s step_avg:363.81ms
step:1550/3125 train_time:563.900s step_avg:363.81ms
step:1551/3125 train_time:564.274s step_avg:363.81ms
step:1552/3125 train_time:564.644s step_avg:363.82ms
step:1553/3125 train_time:565.001s step_avg:363.81ms
step:1554/3125 train_time:565.359s step_avg:363.81ms
step:1555/3125 train_time:565.719s step_avg:363.81ms
step:1556/3125 train_time:566.078s step_avg:363.80ms
step:1557/3125 train_time:566.437s step_avg:363.80ms
step:1558/3125 train_time:566.795s step_avg:363.80ms
step:1559/3125 train_time:567.157s step_avg:363.80ms
step:1560/3125 train_time:567.529s step_avg:363.80ms
step:1561/3125 train_time:567.901s step_avg:363.81ms
step:1562/3125 train_time:568.262s step_avg:363.80ms
step:1563/3125 train_time:568.621s step_avg:363.80ms
step:1564/3125 train_time:568.992s step_avg:363.81ms
step:1565/3125 train_time:569.364s step_avg:363.81ms
step:1566/3125 train_time:569.737s step_avg:363.82ms
step:1567/3125 train_time:570.109s step_avg:363.82ms
step:1568/3125 train_time:570.482s step_avg:363.83ms
step:1569/3125 train_time:570.855s step_avg:363.83ms
step:1570/3125 train_time:571.228s step_avg:363.84ms
step:1571/3125 train_time:571.601s step_avg:363.85ms
step:1572/3125 train_time:571.974s step_avg:363.85ms
step:1573/3125 train_time:572.334s step_avg:363.85ms
step:1574/3125 train_time:572.695s step_avg:363.85ms
step:1575/3125 train_time:573.058s step_avg:363.85ms
step:1576/3125 train_time:573.419s step_avg:363.84ms
step:1577/3125 train_time:573.778s step_avg:363.84ms
step:1578/3125 train_time:574.138s step_avg:363.84ms
step:1579/3125 train_time:574.498s step_avg:363.84ms
step:1580/3125 train_time:574.858s step_avg:363.83ms
step:1581/3125 train_time:575.216s step_avg:363.83ms
step:1582/3125 train_time:575.575s step_avg:363.83ms
step:1583/3125 train_time:575.937s step_avg:363.83ms
step:1584/3125 train_time:576.296s step_avg:363.82ms
step:1585/3125 train_time:576.668s step_avg:363.83ms
step:1586/3125 train_time:577.039s step_avg:363.83ms
step:1587/3125 train_time:577.400s step_avg:363.83ms
step:1588/3125 train_time:577.760s step_avg:363.83ms
step:1589/3125 train_time:578.134s step_avg:363.83ms
step:1590/3125 train_time:578.505s step_avg:363.84ms
step:1591/3125 train_time:578.878s step_avg:363.85ms
step:1592/3125 train_time:579.249s step_avg:363.85ms
step:1593/3125 train_time:579.623s step_avg:363.86ms
step:1594/3125 train_time:579.996s step_avg:363.86ms
step:1595/3125 train_time:580.367s step_avg:363.87ms
step:1596/3125 train_time:580.740s step_avg:363.87ms
step:1597/3125 train_time:581.112s step_avg:363.88ms
step:1598/3125 train_time:581.485s step_avg:363.88ms
step:1599/3125 train_time:581.857s step_avg:363.89ms
step:1600/3125 train_time:582.215s step_avg:363.88ms
step:1601/3125 train_time:582.586s step_avg:363.89ms
step:1602/3125 train_time:582.942s step_avg:363.88ms
step:1603/3125 train_time:583.304s step_avg:363.88ms
step:1604/3125 train_time:583.664s step_avg:363.88ms
step:1605/3125 train_time:584.025s step_avg:363.88ms
step:1606/3125 train_time:584.387s step_avg:363.88ms
step:1607/3125 train_time:584.747s step_avg:363.87ms
step:1608/3125 train_time:585.107s step_avg:363.87ms
step:1609/3125 train_time:585.466s step_avg:363.87ms
step:1610/3125 train_time:585.825s step_avg:363.87ms
step:1611/3125 train_time:586.185s step_avg:363.86ms
step:1612/3125 train_time:586.543s step_avg:363.86ms
step:1613/3125 train_time:586.903s step_avg:363.86ms
step:1614/3125 train_time:587.276s step_avg:363.86ms
step:1615/3125 train_time:587.652s step_avg:363.87ms
step:1616/3125 train_time:588.026s step_avg:363.88ms
step:1617/3125 train_time:588.400s step_avg:363.88ms
step:1618/3125 train_time:588.762s step_avg:363.88ms
step:1619/3125 train_time:589.121s step_avg:363.88ms
step:1620/3125 train_time:589.482s step_avg:363.88ms
step:1621/3125 train_time:589.842s step_avg:363.88ms
step:1622/3125 train_time:590.201s step_avg:363.87ms
step:1623/3125 train_time:590.564s step_avg:363.87ms
step:1624/3125 train_time:590.925s step_avg:363.87ms
step:1625/3125 train_time:591.285s step_avg:363.87ms
step:1625/3125 val_loss:3.50377 train_time:591.285s step_avg:367.83ms
step:1626/3125 train_time:591.657s step_avg:363.87ms
step:1627/3125 train_time:592.029s step_avg:363.88ms
step:1628/3125 train_time:592.401s step_avg:363.88ms
step:1629/3125 train_time:592.774s step_avg:363.89ms
step:1630/3125 train_time:593.152s step_avg:363.90ms
step:1631/3125 train_time:593.523s step_avg:363.90ms
step:1632/3125 train_time:593.892s step_avg:363.90ms
step:1633/3125 train_time:594.263s step_avg:363.91ms
step:1634/3125 train_time:594.634s step_avg:363.91ms
step:1635/3125 train_time:595.005s step_avg:363.92ms
step:1636/3125 train_time:595.377s step_avg:363.92ms
step:1637/3125 train_time:595.752s step_avg:363.93ms
step:1638/3125 train_time:596.123s step_avg:363.93ms
step:1639/3125 train_time:596.499s step_avg:363.94ms
step:1640/3125 train_time:596.870s step_avg:363.95ms
step:1641/3125 train_time:597.239s step_avg:363.95ms
step:1642/3125 train_time:597.600s step_avg:363.95ms
step:1643/3125 train_time:597.959s step_avg:363.94ms
step:1644/3125 train_time:598.319s step_avg:363.94ms
step:1645/3125 train_time:598.689s step_avg:363.94ms
step:1646/3125 train_time:599.061s step_avg:363.95ms
step:1647/3125 train_time:599.434s step_avg:363.96ms
step:1648/3125 train_time:599.805s step_avg:363.96ms
step:1649/3125 train_time:600.176s step_avg:363.96ms
step:1650/3125 train_time:600.548s step_avg:363.97ms
step:1651/3125 train_time:600.921s step_avg:363.97ms
step:1652/3125 train_time:601.292s step_avg:363.98ms
step:1653/3125 train_time:601.665s step_avg:363.98ms
step:1654/3125 train_time:602.037s step_avg:363.99ms
step:1655/3125 train_time:602.407s step_avg:363.99ms
step:1656/3125 train_time:602.778s step_avg:364.00ms
step:1657/3125 train_time:603.157s step_avg:364.01ms
step:1658/3125 train_time:603.529s step_avg:364.01ms
step:1659/3125 train_time:603.888s step_avg:364.01ms
step:1660/3125 train_time:604.250s step_avg:364.01ms
step:1661/3125 train_time:604.609s step_avg:364.00ms
step:1662/3125 train_time:604.967s step_avg:364.00ms
step:1663/3125 train_time:605.329s step_avg:364.00ms
step:1664/3125 train_time:605.690s step_avg:364.00ms
step:1665/3125 train_time:606.051s step_avg:363.99ms
step:1666/3125 train_time:606.410s step_avg:363.99ms
step:1667/3125 train_time:606.781s step_avg:364.00ms
step:1668/3125 train_time:607.153s step_avg:364.00ms
step:1669/3125 train_time:607.525s step_avg:364.01ms
step:1670/3125 train_time:607.895s step_avg:364.01ms
step:1671/3125 train_time:608.268s step_avg:364.01ms
step:1672/3125 train_time:608.641s step_avg:364.02ms
step:1673/3125 train_time:609.010s step_avg:364.02ms
step:1674/3125 train_time:609.380s step_avg:364.03ms
step:1675/3125 train_time:609.755s step_avg:364.03ms
step:1676/3125 train_time:610.125s step_avg:364.04ms
step:1677/3125 train_time:610.495s step_avg:364.04ms
step:1678/3125 train_time:610.865s step_avg:364.04ms
step:1679/3125 train_time:611.239s step_avg:364.05ms
step:1680/3125 train_time:611.609s step_avg:364.05ms
step:1681/3125 train_time:611.980s step_avg:364.06ms
step:1682/3125 train_time:612.350s step_avg:364.06ms
step:1683/3125 train_time:612.720s step_avg:364.06ms
step:1684/3125 train_time:613.090s step_avg:364.07ms
step:1685/3125 train_time:613.462s step_avg:364.07ms
step:1686/3125 train_time:613.822s step_avg:364.07ms
step:1687/3125 train_time:614.182s step_avg:364.07ms
step:1688/3125 train_time:614.545s step_avg:364.07ms
step:1689/3125 train_time:614.906s step_avg:364.06ms
step:1690/3125 train_time:615.267s step_avg:364.06ms
step:1691/3125 train_time:615.628s step_avg:364.06ms
step:1692/3125 train_time:615.997s step_avg:364.06ms
step:1693/3125 train_time:616.365s step_avg:364.07ms
step:1694/3125 train_time:616.738s step_avg:364.07ms
step:1695/3125 train_time:617.108s step_avg:364.08ms
step:1696/3125 train_time:617.481s step_avg:364.08ms
step:1697/3125 train_time:617.857s step_avg:364.09ms
step:1698/3125 train_time:618.228s step_avg:364.09ms
step:1699/3125 train_time:618.586s step_avg:364.09ms
step:1700/3125 train_time:618.945s step_avg:364.09ms
step:1701/3125 train_time:619.317s step_avg:364.09ms
step:1702/3125 train_time:619.688s step_avg:364.09ms
step:1703/3125 train_time:620.048s step_avg:364.09ms
step:1704/3125 train_time:620.410s step_avg:364.09ms
step:1705/3125 train_time:620.783s step_avg:364.10ms
step:1706/3125 train_time:621.143s step_avg:364.09ms
step:1707/3125 train_time:621.505s step_avg:364.09ms
step:1708/3125 train_time:621.869s step_avg:364.09ms
step:1709/3125 train_time:622.237s step_avg:364.09ms
step:1710/3125 train_time:622.599s step_avg:364.09ms
step:1711/3125 train_time:622.994s step_avg:364.11ms
step:1712/3125 train_time:623.357s step_avg:364.11ms
step:1713/3125 train_time:623.720s step_avg:364.11ms
step:1714/3125 train_time:624.079s step_avg:364.11ms
step:1715/3125 train_time:624.440s step_avg:364.10ms
step:1716/3125 train_time:624.799s step_avg:364.10ms
step:1717/3125 train_time:625.158s step_avg:364.10ms
step:1718/3125 train_time:625.529s step_avg:364.10ms
step:1719/3125 train_time:625.900s step_avg:364.11ms
step:1720/3125 train_time:626.272s step_avg:364.11ms
step:1721/3125 train_time:626.631s step_avg:364.11ms
step:1722/3125 train_time:626.991s step_avg:364.11ms
step:1723/3125 train_time:627.363s step_avg:364.11ms
step:1724/3125 train_time:627.734s step_avg:364.12ms
step:1725/3125 train_time:628.108s step_avg:364.12ms
step:1726/3125 train_time:628.485s step_avg:364.13ms
step:1727/3125 train_time:628.858s step_avg:364.13ms
step:1728/3125 train_time:629.218s step_avg:364.13ms
step:1729/3125 train_time:629.577s step_avg:364.13ms
step:1730/3125 train_time:629.942s step_avg:364.13ms
step:1731/3125 train_time:630.313s step_avg:364.13ms
step:1732/3125 train_time:630.683s step_avg:364.14ms
step:1733/3125 train_time:631.054s step_avg:364.14ms
step:1734/3125 train_time:631.412s step_avg:364.14ms
step:1735/3125 train_time:631.774s step_avg:364.13ms
step:1736/3125 train_time:632.134s step_avg:364.13ms
step:1737/3125 train_time:632.507s step_avg:364.14ms
step:1738/3125 train_time:632.863s step_avg:364.13ms
step:1739/3125 train_time:633.236s step_avg:364.14ms
step:1740/3125 train_time:633.596s step_avg:364.14ms
step:1741/3125 train_time:633.968s step_avg:364.14ms
step:1742/3125 train_time:634.343s step_avg:364.15ms
step:1743/3125 train_time:634.715s step_avg:364.15ms
step:1744/3125 train_time:635.073s step_avg:364.15ms
step:1745/3125 train_time:635.444s step_avg:364.15ms
step:1746/3125 train_time:635.815s step_avg:364.15ms
step:1747/3125 train_time:636.186s step_avg:364.16ms
step:1748/3125 train_time:636.560s step_avg:364.16ms
step:1749/3125 train_time:636.930s step_avg:364.17ms
step:1750/3125 train_time:637.301s step_avg:364.17ms
step:1750/3125 val_loss:3.47050 train_time:637.303s step_avg:368.15ms
step:1751/3125 train_time:637.680s step_avg:364.18ms
step:1752/3125 train_time:638.053s step_avg:364.19ms
step:1753/3125 train_time:638.425s step_avg:364.19ms
step:1754/3125 train_time:638.796s step_avg:364.19ms
step:1755/3125 train_time:639.168s step_avg:364.20ms
step:1756/3125 train_time:639.538s step_avg:364.20ms
step:1757/3125 train_time:639.910s step_avg:364.21ms
step:1758/3125 train_time:640.283s step_avg:364.21ms
step:1759/3125 train_time:640.655s step_avg:364.22ms
step:1760/3125 train_time:641.025s step_avg:364.22ms
step:1761/3125 train_time:641.398s step_avg:364.22ms
step:1762/3125 train_time:641.767s step_avg:364.23ms
step:1763/3125 train_time:642.137s step_avg:364.23ms
step:1764/3125 train_time:642.510s step_avg:364.23ms
step:1765/3125 train_time:642.880s step_avg:364.24ms
step:1766/3125 train_time:643.251s step_avg:364.24ms
step:1767/3125 train_time:643.624s step_avg:364.25ms
step:1768/3125 train_time:643.994s step_avg:364.25ms
step:1769/3125 train_time:644.365s step_avg:364.25ms
step:1770/3125 train_time:644.737s step_avg:364.26ms
step:1771/3125 train_time:645.097s step_avg:364.26ms
step:1772/3125 train_time:645.459s step_avg:364.25ms
step:1773/3125 train_time:645.816s step_avg:364.25ms
step:1774/3125 train_time:646.177s step_avg:364.25ms
step:1775/3125 train_time:646.538s step_avg:364.25ms
step:1776/3125 train_time:646.897s step_avg:364.24ms
step:1777/3125 train_time:647.260s step_avg:364.24ms
step:1778/3125 train_time:647.623s step_avg:364.24ms
step:1779/3125 train_time:647.982s step_avg:364.24ms
step:1780/3125 train_time:648.346s step_avg:364.24ms
step:1781/3125 train_time:648.710s step_avg:364.24ms
step:1782/3125 train_time:649.072s step_avg:364.24ms
step:1783/3125 train_time:649.433s step_avg:364.24ms
step:1784/3125 train_time:649.798s step_avg:364.24ms
step:1785/3125 train_time:650.173s step_avg:364.24ms
step:1786/3125 train_time:650.545s step_avg:364.25ms
step:1787/3125 train_time:650.917s step_avg:364.25ms
step:1788/3125 train_time:651.289s step_avg:364.26ms
step:1789/3125 train_time:651.660s step_avg:364.26ms
step:1790/3125 train_time:652.030s step_avg:364.26ms
step:1791/3125 train_time:652.410s step_avg:364.27ms
step:1792/3125 train_time:652.782s step_avg:364.28ms
step:1793/3125 train_time:653.153s step_avg:364.28ms
step:1794/3125 train_time:653.523s step_avg:364.28ms
step:1795/3125 train_time:653.895s step_avg:364.29ms
step:1796/3125 train_time:654.265s step_avg:364.29ms
step:1797/3125 train_time:654.637s step_avg:364.29ms
step:1798/3125 train_time:655.010s step_avg:364.30ms
step:1799/3125 train_time:655.384s step_avg:364.30ms
step:1800/3125 train_time:655.740s step_avg:364.30ms
step:1801/3125 train_time:656.111s step_avg:364.30ms
step:1802/3125 train_time:656.480s step_avg:364.31ms
step:1803/3125 train_time:656.840s step_avg:364.30ms
step:1804/3125 train_time:657.202s step_avg:364.30ms
step:1805/3125 train_time:657.560s step_avg:364.30ms
step:1806/3125 train_time:657.922s step_avg:364.30ms
step:1807/3125 train_time:658.280s step_avg:364.29ms
step:1808/3125 train_time:658.639s step_avg:364.29ms
step:1809/3125 train_time:659.000s step_avg:364.29ms
step:1810/3125 train_time:659.361s step_avg:364.29ms
step:1811/3125 train_time:659.727s step_avg:364.29ms
step:1812/3125 train_time:660.092s step_avg:364.29ms
step:1813/3125 train_time:660.451s step_avg:364.29ms
step:1814/3125 train_time:660.811s step_avg:364.28ms
step:1815/3125 train_time:661.173s step_avg:364.28ms
step:1816/3125 train_time:661.533s step_avg:364.28ms
step:1817/3125 train_time:661.891s step_avg:364.28ms
step:1818/3125 train_time:662.252s step_avg:364.27ms
step:1819/3125 train_time:662.618s step_avg:364.28ms
step:1820/3125 train_time:662.977s step_avg:364.27ms
step:1821/3125 train_time:663.336s step_avg:364.27ms
step:1822/3125 train_time:663.695s step_avg:364.27ms
step:1823/3125 train_time:664.054s step_avg:364.26ms
step:1824/3125 train_time:664.415s step_avg:364.26ms
step:1825/3125 train_time:664.773s step_avg:364.26ms
step:1826/3125 train_time:665.132s step_avg:364.26ms
step:1827/3125 train_time:665.498s step_avg:364.26ms
step:1828/3125 train_time:665.871s step_avg:364.26ms
step:1829/3125 train_time:666.243s step_avg:364.27ms
step:1830/3125 train_time:666.617s step_avg:364.27ms
step:1831/3125 train_time:666.988s step_avg:364.28ms
step:1832/3125 train_time:667.360s step_avg:364.28ms
step:1833/3125 train_time:667.732s step_avg:364.28ms
step:1834/3125 train_time:668.102s step_avg:364.29ms
step:1835/3125 train_time:668.472s step_avg:364.29ms
step:1836/3125 train_time:668.845s step_avg:364.29ms
step:1837/3125 train_time:669.217s step_avg:364.30ms
step:1838/3125 train_time:669.587s step_avg:364.30ms
step:1839/3125 train_time:669.960s step_avg:364.31ms
step:1840/3125 train_time:670.330s step_avg:364.31ms
step:1841/3125 train_time:670.701s step_avg:364.31ms
step:1842/3125 train_time:671.074s step_avg:364.32ms
step:1843/3125 train_time:671.447s step_avg:364.32ms
step:1844/3125 train_time:671.819s step_avg:364.33ms
step:1845/3125 train_time:672.188s step_avg:364.33ms
step:1846/3125 train_time:672.559s step_avg:364.33ms
step:1847/3125 train_time:672.919s step_avg:364.33ms
step:1848/3125 train_time:673.285s step_avg:364.33ms
step:1849/3125 train_time:673.660s step_avg:364.34ms
step:1850/3125 train_time:674.032s step_avg:364.34ms
step:1851/3125 train_time:674.402s step_avg:364.34ms
step:1852/3125 train_time:674.774s step_avg:364.35ms
step:1853/3125 train_time:675.144s step_avg:364.35ms
step:1854/3125 train_time:675.516s step_avg:364.36ms
step:1855/3125 train_time:675.887s step_avg:364.36ms
step:1856/3125 train_time:676.258s step_avg:364.36ms
step:1857/3125 train_time:676.634s step_avg:364.37ms
step:1858/3125 train_time:677.005s step_avg:364.37ms
step:1859/3125 train_time:677.376s step_avg:364.38ms
step:1860/3125 train_time:677.749s step_avg:364.38ms
step:1861/3125 train_time:678.120s step_avg:364.38ms
step:1862/3125 train_time:678.490s step_avg:364.39ms
step:1863/3125 train_time:678.862s step_avg:364.39ms
step:1864/3125 train_time:679.235s step_avg:364.40ms
step:1865/3125 train_time:679.607s step_avg:364.40ms
step:1866/3125 train_time:679.978s step_avg:364.40ms
step:1867/3125 train_time:680.338s step_avg:364.40ms
step:1868/3125 train_time:680.698s step_avg:364.40ms
step:1869/3125 train_time:681.057s step_avg:364.40ms
step:1870/3125 train_time:681.417s step_avg:364.39ms
step:1871/3125 train_time:681.791s step_avg:364.40ms
step:1872/3125 train_time:682.162s step_avg:364.40ms
step:1873/3125 train_time:682.522s step_avg:364.40ms
step:1874/3125 train_time:682.882s step_avg:364.40ms
step:1875/3125 train_time:683.242s step_avg:364.40ms
step:1875/3125 val_loss:3.44451 train_time:683.243s step_avg:367.52ms
step:1876/3125 train_time:683.618s step_avg:364.40ms
step:1877/3125 train_time:683.989s step_avg:364.41ms
step:1878/3125 train_time:684.348s step_avg:364.40ms
step:1879/3125 train_time:684.709s step_avg:364.40ms
step:1880/3125 train_time:685.068s step_avg:364.40ms
step:1881/3125 train_time:685.427s step_avg:364.39ms
step:1882/3125 train_time:685.798s step_avg:364.40ms
step:1883/3125 train_time:686.169s step_avg:364.40ms
step:1884/3125 train_time:686.540s step_avg:364.41ms
step:1885/3125 train_time:686.912s step_avg:364.41ms
step:1886/3125 train_time:687.282s step_avg:364.41ms
step:1887/3125 train_time:687.654s step_avg:364.42ms
step:1888/3125 train_time:688.025s step_avg:364.42ms
step:1889/3125 train_time:688.384s step_avg:364.42ms
step:1890/3125 train_time:688.754s step_avg:364.42ms
step:1891/3125 train_time:689.115s step_avg:364.42ms
step:1892/3125 train_time:689.475s step_avg:364.42ms
step:1893/3125 train_time:689.846s step_avg:364.42ms
step:1894/3125 train_time:690.219s step_avg:364.42ms
step:1895/3125 train_time:690.580s step_avg:364.42ms
step:1896/3125 train_time:690.942s step_avg:364.42ms
step:1897/3125 train_time:691.314s step_avg:364.43ms
step:1898/3125 train_time:691.685s step_avg:364.43ms
step:1899/3125 train_time:692.048s step_avg:364.43ms
step:1900/3125 train_time:692.408s step_avg:364.43ms
step:1901/3125 train_time:692.811s step_avg:364.45ms
step:1902/3125 train_time:693.169s step_avg:364.44ms
step:1903/3125 train_time:693.534s step_avg:364.44ms
step:1904/3125 train_time:693.893s step_avg:364.44ms
step:1905/3125 train_time:694.260s step_avg:364.44ms
step:1906/3125 train_time:694.620s step_avg:364.44ms
step:1907/3125 train_time:694.981s step_avg:364.44ms
step:1908/3125 train_time:695.346s step_avg:364.44ms
step:1909/3125 train_time:695.707s step_avg:364.44ms
step:1910/3125 train_time:696.067s step_avg:364.43ms
step:1911/3125 train_time:696.426s step_avg:364.43ms
step:1912/3125 train_time:696.790s step_avg:364.43ms
step:1913/3125 train_time:697.149s step_avg:364.43ms
step:1914/3125 train_time:697.516s step_avg:364.43ms
step:1915/3125 train_time:697.880s step_avg:364.43ms
step:1916/3125 train_time:698.239s step_avg:364.43ms
step:1917/3125 train_time:698.605s step_avg:364.43ms
step:1918/3125 train_time:698.966s step_avg:364.42ms
step:1919/3125 train_time:699.331s step_avg:364.42ms
step:1920/3125 train_time:699.692s step_avg:364.42ms
step:1921/3125 train_time:700.057s step_avg:364.42ms
step:1922/3125 train_time:700.418s step_avg:364.42ms
step:1923/3125 train_time:700.778s step_avg:364.42ms
step:1924/3125 train_time:701.141s step_avg:364.42ms
step:1925/3125 train_time:701.502s step_avg:364.42ms
step:1926/3125 train_time:701.865s step_avg:364.42ms
step:1927/3125 train_time:702.226s step_avg:364.41ms
step:1928/3125 train_time:702.587s step_avg:364.41ms
step:1929/3125 train_time:702.945s step_avg:364.41ms
step:1930/3125 train_time:703.305s step_avg:364.41ms
step:1931/3125 train_time:703.664s step_avg:364.40ms
step:1932/3125 train_time:704.024s step_avg:364.40ms
step:1933/3125 train_time:704.385s step_avg:364.40ms
step:1934/3125 train_time:704.747s step_avg:364.40ms
step:1935/3125 train_time:705.118s step_avg:364.40ms
step:1936/3125 train_time:705.493s step_avg:364.41ms
step:1937/3125 train_time:705.865s step_avg:364.41ms
step:1938/3125 train_time:706.237s step_avg:364.42ms
step:1939/3125 train_time:706.611s step_avg:364.42ms
step:1940/3125 train_time:706.985s step_avg:364.43ms
step:1941/3125 train_time:707.360s step_avg:364.43ms
step:1942/3125 train_time:707.731s step_avg:364.43ms
step:1943/3125 train_time:708.104s step_avg:364.44ms
step:1944/3125 train_time:708.476s step_avg:364.44ms
step:1945/3125 train_time:708.850s step_avg:364.45ms
step:1946/3125 train_time:709.221s step_avg:364.45ms
step:1947/3125 train_time:709.595s step_avg:364.46ms
step:1948/3125 train_time:709.970s step_avg:364.46ms
step:1949/3125 train_time:710.342s step_avg:364.47ms
step:1950/3125 train_time:710.717s step_avg:364.47ms
step:1951/3125 train_time:711.090s step_avg:364.47ms
step:1952/3125 train_time:711.465s step_avg:364.48ms
step:1953/3125 train_time:711.839s step_avg:364.49ms
step:1954/3125 train_time:712.216s step_avg:364.49ms
step:1955/3125 train_time:712.589s step_avg:364.50ms
step:1956/3125 train_time:712.961s step_avg:364.50ms
step:1957/3125 train_time:713.331s step_avg:364.50ms
step:1958/3125 train_time:713.702s step_avg:364.51ms
step:1959/3125 train_time:714.073s step_avg:364.51ms
step:1960/3125 train_time:714.445s step_avg:364.51ms
step:1961/3125 train_time:714.804s step_avg:364.51ms
step:1962/3125 train_time:715.166s step_avg:364.51ms
step:1963/3125 train_time:715.524s step_avg:364.51ms
step:1964/3125 train_time:715.888s step_avg:364.51ms
step:1965/3125 train_time:716.256s step_avg:364.51ms
step:1966/3125 train_time:716.623s step_avg:364.51ms
step:1967/3125 train_time:716.995s step_avg:364.51ms
step:1968/3125 train_time:717.358s step_avg:364.51ms
step:1969/3125 train_time:717.717s step_avg:364.51ms
step:1970/3125 train_time:718.080s step_avg:364.51ms
step:1971/3125 train_time:718.442s step_avg:364.51ms
step:1972/3125 train_time:718.800s step_avg:364.50ms
step:1973/3125 train_time:719.161s step_avg:364.50ms
step:1974/3125 train_time:719.520s step_avg:364.50ms
step:1975/3125 train_time:719.892s step_avg:364.50ms
step:1976/3125 train_time:720.263s step_avg:364.51ms
step:1977/3125 train_time:720.623s step_avg:364.50ms
step:1978/3125 train_time:720.983s step_avg:364.50ms
step:1979/3125 train_time:721.344s step_avg:364.50ms
step:1980/3125 train_time:721.717s step_avg:364.50ms
step:1981/3125 train_time:722.089s step_avg:364.51ms
step:1982/3125 train_time:722.462s step_avg:364.51ms
step:1983/3125 train_time:722.834s step_avg:364.52ms
step:1984/3125 train_time:723.206s step_avg:364.52ms
step:1985/3125 train_time:723.580s step_avg:364.52ms
step:1986/3125 train_time:723.938s step_avg:364.52ms
step:1987/3125 train_time:724.301s step_avg:364.52ms
step:1988/3125 train_time:724.659s step_avg:364.52ms
step:1989/3125 train_time:725.020s step_avg:364.51ms
step:1990/3125 train_time:725.382s step_avg:364.51ms
step:1991/3125 train_time:725.742s step_avg:364.51ms
step:1992/3125 train_time:726.102s step_avg:364.51ms
step:1993/3125 train_time:726.461s step_avg:364.51ms
step:1994/3125 train_time:726.822s step_avg:364.50ms
step:1995/3125 train_time:727.184s step_avg:364.50ms
step:1996/3125 train_time:727.542s step_avg:364.50ms
step:1997/3125 train_time:727.902s step_avg:364.50ms
step:1998/3125 train_time:728.261s step_avg:364.50ms
step:1999/3125 train_time:728.621s step_avg:364.49ms
step:2000/3125 train_time:728.979s step_avg:364.49ms
step:2000/3125 val_loss:3.42127 train_time:728.980s step_avg:365.90ms
step:2001/3125 train_time:729.342s step_avg:364.49ms
step:2002/3125 train_time:729.702s step_avg:364.49ms
step:2003/3125 train_time:730.073s step_avg:364.49ms
step:2004/3125 train_time:730.433s step_avg:364.49ms
step:2005/3125 train_time:730.792s step_avg:364.48ms
step:2006/3125 train_time:731.152s step_avg:364.48ms
step:2007/3125 train_time:731.511s step_avg:364.48ms
step:2008/3125 train_time:731.873s step_avg:364.48ms
step:2009/3125 train_time:732.232s step_avg:364.48ms
step:2010/3125 train_time:732.592s step_avg:364.47ms
step:2011/3125 train_time:732.952s step_avg:364.47ms
step:2012/3125 train_time:733.312s step_avg:364.47ms
step:2013/3125 train_time:733.672s step_avg:364.47ms
step:2014/3125 train_time:734.030s step_avg:364.46ms
step:2015/3125 train_time:734.392s step_avg:364.46ms
step:2016/3125 train_time:734.751s step_avg:364.46ms
step:2017/3125 train_time:735.121s step_avg:364.46ms
step:2018/3125 train_time:735.493s step_avg:364.47ms
step:2019/3125 train_time:735.866s step_avg:364.47ms
step:2020/3125 train_time:736.237s step_avg:364.47ms
step:2021/3125 train_time:736.608s step_avg:364.48ms
step:2022/3125 train_time:736.979s step_avg:364.48ms
step:2023/3125 train_time:737.350s step_avg:364.48ms
step:2024/3125 train_time:737.723s step_avg:364.49ms
step:2025/3125 train_time:738.095s step_avg:364.49ms
step:2026/3125 train_time:738.468s step_avg:364.50ms
step:2027/3125 train_time:738.844s step_avg:364.50ms
